0.08024554	0.06551536
0.9125946	0.3842149
0.6439933	0.3653254
0.9710509	0.8448368
0.8659351	0.5966999
0.8670582	0.364553
0.5346813	0.330263
0.6417366	0.5488233
0.529672	0.4450731
0.8998186	0.5858472
0.998184	0.8154892
0.6847183	0.4192796
0.2734276	0.1800454
0.1698925	0.1085331
0.8963594	0.8423903
0.7208819	0.3756694
0.9222893	0.7041952
0.9075493	0.7748337
0.1959235	0.09309041
0.5931495	0.3774666
0.6130337	0.2741045
0.1149958	0.0738679
0.1656133	0.09614254
0.1346145	0.1263833
0.3043007	0.1305177
0.6820215	0.4688191
0.1128248	0.0678108
0.05666162	0.03176764
0.6456208	0.5318585
0.106881	0.07403885
0.4730302	0.3124909
0.9425482	0.4515229
0.2901582	0.101385
0.1013315	0.08636614
0.2659815	0.1045194
0.530626	0.3171979
0.2222746	0.1229582
0.9143854	0.609859
0.7393642	0.6156058
0.9391614	0.3981856
0.9957781	0.6150477
0.7735975	0.2754891
0.1857082	0.1521822
0.1711546	0.1259822
0.0597476	0.03161704
0.3349929	0.1895195
0.4730048	0.382088
0.2344457	0.138661
0.3753311	0.2347867
0.7914451	0.4630995
